,Airline,Date,Source City,Destination City,Departure Time,Arrival Time,Duration,Stops,Price
2007,Air India,16-10-2021,New Delhi,Mumbai,18:00,21:35,3h 35m,1 Stop,"5,955"
2008,IndiGo,16-10-2021,New Delhi,Mumbai,08:55,13:10,4h 15m,1 Stop,"5,955"
2009,IndiGo,16-10-2021,New Delhi,Mumbai,18:45,23:00,4h 15m,1 Stop,"5,955"
2010,IndiGo,16-10-2021,New Delhi,Mumbai,13:40,18:35,4h 55m,1 Stop,"5,955"
2011,IndiGo,16-10-2021,New Delhi,Mumbai,13:50,19:30,5h 40m,1 Stop,"5,955"
2012,IndiGo,16-10-2021,New Delhi,Mumbai,07:20,13:10,5h 50m,1 Stop,"5,955"
2013,IndiGo,16-10-2021,New Delhi,Mumbai,11:30,18:45,7h 15m,1 Stop,"5,955"
2014,IndiGo,16-10-2021,New Delhi,Mumbai,13:50,21:30,7h 40m,1 Stop,"5,955"
2015,IndiGo,16-10-2021,New Delhi,Mumbai,08:55,16:40,7h 45m,1 Stop,"5,955"
2016,SpiceJet,16-10-2021,New Delhi,Mumbai,06:05,14:45,8h 40m,1 Stop,"5,955"
2017,IndiGo,16-10-2021,New Delhi,Mumbai,13:50,23:00,9h 10m,1 Stop,"5,955"
2018,IndiGo,16-10-2021,New Delhi,Mumbai,07:20,16:40,9h 20m,1 Stop,"5,955"
2019,IndiGo,16-10-2021,New Delhi,Mumbai,08:10,17:45,9h 35m,1 Stop,"5,955"
2020,IndiGo,16-10-2021,New Delhi,Mumbai,08:10,18:45,10h 35m,1 Stop,"5,955"
2021,Go First,17-10-2021,New Delhi,Mumbai,06:15,08:20,2h 05m,Non Stop,"5,954"
2022,Go First,17-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,954"
2023,Go First,17-10-2021,New Delhi,Mumbai,21:30,23:35,2h 05m,Non Stop,"5,954"
2024,Go First,17-10-2021,New Delhi,Mumbai,22:45,"00:50
+ 1 day",2h 05m,Non Stop,"5,954"
2025,Go First,17-10-2021,New Delhi,Mumbai,17:45,22:25,4h 40m,1 Stop,"5,954"
2026,Go First,17-10-2021,New Delhi,Mumbai,13:30,19:20,5h 50m,1 Stop,"5,954"
2027,Go First,17-10-2021,New Delhi,Mumbai,09:20,15:45,6h 25m,1 Stop,"5,954"
2028,Go First,17-10-2021,New Delhi,Mumbai,12:35,19:20,6h 45m,1 Stop,"5,954"
2029,Vistara,17-10-2021,New Delhi,Mumbai,06:00,08:00,2h 00m,Non Stop,"5,955"
2030,Air India,17-10-2021,New Delhi,Mumbai,07:00,09:05,2h 05m,Non Stop,"5,955"
2031,IndiGo,17-10-2021,New Delhi,Mumbai,11:00,13:05,2h 05m,Non Stop,"5,955"
2032,IndiGo,17-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,955"
2033,IndiGo,17-10-2021,New Delhi,Mumbai,05:00,07:10,2h 10m,Non Stop,"5,955"
2034,IndiGo,17-10-2021,New Delhi,Mumbai,06:10,08:20,2h 10m,Non Stop,"5,955"
2035,Air India,17-10-2021,New Delhi,Mumbai,08:00,10:10,2h 10m,Non Stop,"5,955"
2036,Vistara,17-10-2021,New Delhi,Mumbai,09:30,11:40,2h 10m,Non Stop,"5,955"
2037,SpiceJet,17-10-2021,New Delhi,Mumbai,16:20,18:30,2h 10m,Non Stop,"5,955"
2038,Air India,17-10-2021,New Delhi,Mumbai,20:00,22:10,2h 10m,Non Stop,"5,955"
2039,Vistara,17-10-2021,New Delhi,Mumbai,21:40,23:50,2h 10m,Non Stop,"5,955"
2040,SpiceJet,17-10-2021,New Delhi,Mumbai,06:50,09:05,2h 15m,Non Stop,"5,955"
2041,Vistara,17-10-2021,New Delhi,Mumbai,07:30,09:45,2h 15m,Non Stop,"5,955"
2042,Air India,17-10-2021,New Delhi,Mumbai,09:00,11:15,2h 15m,Non Stop,"5,955"
2043,Vistara,17-10-2021,New Delhi,Mumbai,10:20,12:35,2h 15m,Non Stop,"5,955"
2044,SpiceJet,17-10-2021,New Delhi,Mumbai,21:10,23:25,2h 15m,Non Stop,"5,955"
2045,Vistara,17-10-2021,New Delhi,Mumbai,08:50,11:10,2h 20m,Non Stop,"5,955"
2046,SpiceJet,17-10-2021,New Delhi,Mumbai,20:20,22:40,2h 20m,Non Stop,"5,955"
2047,SpiceJet,17-10-2021,New Delhi,Mumbai,06:35,10:10,3h 35m,1 Stop,"5,955"
2048,Air India,17-10-2021,New Delhi,Mumbai,17:50,21:35,3h 45m,1 Stop,"5,955"
2049,SpiceJet,17-10-2021,New Delhi,Mumbai,09:15,14:45,5h 30m,1 Stop,"5,955"
2050,SpiceJet,17-10-2021,New Delhi,Mumbai,05:55,11:30,5h 35m,2 Stop(s),"5,955"
2051,SpiceJet,17-10-2021,New Delhi,Mumbai,18:40,20:40,2h 00m,Non Stop,"6,060"
2052,Vistara,17-10-2021,New Delhi,Mumbai,19:45,22:00,2h 15m,Non Stop,"6,060"
2053,Vistara,17-10-2021,New Delhi,Mumbai,17:45,20:05,2h 20m,Non Stop,"6,060"
2054,Vistara,17-10-2021,New Delhi,Mumbai,18:55,21:15,2h 20m,Non Stop,"6,060"
2055,IndiGo,17-10-2021,New Delhi,Mumbai,08:55,11:05,2h 10m,Non Stop,"6,165"
2056,IndiGo,17-10-2021,New Delhi,Mumbai,10:10,12:25,2h 15m,Non Stop,"6,165"
2057,IndiGo,17-10-2021,New Delhi,Mumbai,17:45,20:10,2h 25m,Non Stop,"6,165"
2058,SpiceJet,17-10-2021,New Delhi,Mumbai,16:35,"14:45
+ 1 day",22h 10m,1 Stop,"6,271"
2059,SpiceJet,17-10-2021,New Delhi,Mumbai,11:20,"11:30
+ 1 day",24h 10m,1 Stop,"6,271"
2060,IndiGo,17-10-2021,New Delhi,Mumbai,19:05,21:05,2h 00m,Non Stop,"6,375"
2061,IndiGo,17-10-2021,New Delhi,Mumbai,21:55,"00:05
+ 1 day",2h 10m,Non Stop,"6,375"
2062,Go First,17-10-2021,New Delhi,Mumbai,09:00,11:05,2h 05m,Non Stop,"6,532"
2063,Go First,17-10-2021,New Delhi,Mumbai,18:40,20:45,2h 05m,Non Stop,"6,532"
2064,Vistara,17-10-2021,New Delhi,Mumbai,15:10,17:15,2h 05m,Non Stop,"6,690"
2065,IndiGo,17-10-2021,New Delhi,Mumbai,14:00,16:05,2h 05m,Non Stop,"6,795"
2066,Vistara,17-10-2021,New Delhi,Mumbai,16:55,19:05,2h 10m,Non Stop,"7,005"
2067,IndiGo,17-10-2021,New Delhi,Mumbai,15:35,17:50,2h 15m,Non Stop,"7,110"
2068,Air India,17-10-2021,New Delhi,Mumbai,12:25,23:25,11h 00m,1 Stop,"7,468"
2069,Vistara,17-10-2021,New Delhi,Mumbai,12:45,14:55,2h 10m,Non Stop,"7,530"
2070,Go First,17-10-2021,New Delhi,Mumbai,14:20,16:25,2h 05m,Non Stop,"7,686"
2071,IndiGo,17-10-2021,New Delhi,Mumbai,12:00,14:05,2h 05m,Non Stop,"7,845"
2072,IndiGo,17-10-2021,New Delhi,Mumbai,13:10,15:15,2h 05m,Non Stop,"7,845"
2073,IndiGo,17-10-2021,New Delhi,Mumbai,11:30,18:45,7h 15m,1 Stop,"7,950"
2074,IndiGo,17-10-2021,New Delhi,Mumbai,08:10,18:45,10h 35m,1 Stop,"7,950"
2075,Air India,17-10-2021,New Delhi,Mumbai,12:25,"09:40
+ 1 day",21h 15m,1 Stop,"8,098"
2076,Air India,17-10-2021,New Delhi,Mumbai,10:40,12:50,2h 10m,Non Stop,"8,790"
2077,Air India,17-10-2021,New Delhi,Mumbai,19:00,21:15,2h 15m,Non Stop,"8,790"
2078,Air India,17-10-2021,New Delhi,Mumbai,15:05,18:15,3h 10m,1 Stop,"8,790"
2079,Go First,17-10-2021,New Delhi,Mumbai,16:10,21:05,4h 55m,1 Stop,"8,869"
2080,IndiGo,17-10-2021,New Delhi,Mumbai,15:50,21:30,5h 40m,1 Stop,"8,895"
2081,IndiGo,17-10-2021,New Delhi,Mumbai,15:50,23:00,7h 10m,1 Stop,"8,895"
2082,Air India,17-10-2021,New Delhi,Mumbai,06:00,23:05,17h 05m,1 Stop,"9,000"
2083,Air India,17-10-2021,New Delhi,Mumbai,20:10,"20:00
+ 1 day",23h 50m,1 Stop,"9,000"
2084,IndiGo,17-10-2021,New Delhi,Mumbai,18:45,23:00,4h 15m,1 Stop,"9,263"
2085,Air India,17-10-2021,New Delhi,Mumbai,20:00,"09:40
+ 1 day",13h 40m,1 Stop,"9,358"
2086,Air Asia,19-10-2021,New Delhi,Mumbai,08:00,14:35,6h 35m,1 Stop,"5,953"
2087,Air Asia,19-10-2021,New Delhi,Mumbai,09:25,16:00,6h 35m,1 Stop,"5,953"
2088,Air Asia,19-10-2021,New Delhi,Mumbai,08:00,16:35,8h 35m,1 Stop,"5,953"
2089,Air Asia,19-10-2021,New Delhi,Mumbai,18:35,"06:20
+ 1 day",11h 45m,1 Stop,"5,953"
2090,Air Asia,19-10-2021,New Delhi,Mumbai,08:00,22:10,14h 10m,1 Stop,"5,953"
2091,Go First,19-10-2021,New Delhi,Mumbai,06:15,08:20,2h 05m,Non Stop,"5,954"
2092,Go First,19-10-2021,New Delhi,Mumbai,15:45,17:50,2h 05m,Non Stop,"5,954"
2093,Go First,19-10-2021,New Delhi,Mumbai,18:40,20:45,2h 05m,Non Stop,"5,954"
2094,Go First,19-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,954"
2095,Go First,19-10-2021,New Delhi,Mumbai,21:30,23:35,2h 05m,Non Stop,"5,954"
2096,Go First,19-10-2021,New Delhi,Mumbai,22:45,"00:50
+ 1 day",2h 05m,Non Stop,"5,954"
2097,Go First,19-10-2021,New Delhi,Mumbai,09:20,15:45,6h 25m,1 Stop,"5,954"
2098,Vistara,19-10-2021,New Delhi,Mumbai,06:00,08:00,2h 00m,Non Stop,"5,955"
2099,SpiceJet,19-10-2021,New Delhi,Mumbai,18:40,20:40,2h 00m,Non Stop,"5,955"
2100,Air India,19-10-2021,New Delhi,Mumbai,07:00,09:05,2h 05m,Non Stop,"5,955"
2101,Vistara,19-10-2021,New Delhi,Mumbai,15:10,17:15,2h 05m,Non Stop,"5,955"
2102,IndiGo,19-10-2021,New Delhi,Mumbai,05:00,07:10,2h 10m,Non Stop,"5,955"
2103,IndiGo,19-10-2021,New Delhi,Mumbai,06:10,08:20,2h 10m,Non Stop,"5,955"
2104,Air India,19-10-2021,New Delhi,Mumbai,08:00,10:10,2h 10m,Non Stop,"5,955"
2105,Vistara,19-10-2021,New Delhi,Mumbai,16:55,19:05,2h 10m,Non Stop,"5,955"
2106,Air India,19-10-2021,New Delhi,Mumbai,20:00,22:10,2h 10m,Non Stop,"5,955"
2107,Vistara,19-10-2021,New Delhi,Mumbai,21:40,23:50,2h 10m,Non Stop,"5,955"
2108,SpiceJet,19-10-2021,New Delhi,Mumbai,06:50,09:05,2h 15m,Non Stop,"5,955"
2109,Vistara,19-10-2021,New Delhi,Mumbai,07:30,09:45,2h 15m,Non Stop,"5,955"
2110,Air India,19-10-2021,New Delhi,Mumbai,08:30,10:45,2h 15m,Non Stop,"5,955"
2111,Vistara,19-10-2021,New Delhi,Mumbai,10:20,12:35,2h 15m,Non Stop,"5,955"
2112,Vistara,19-10-2021,New Delhi,Mumbai,12:45,15:00,2h 15m,Non Stop,"5,955"
2113,Vistara,19-10-2021,New Delhi,Mumbai,19:45,22:00,2h 15m,Non Stop,"5,955"
2114,Vistara,19-10-2021,New Delhi,Mumbai,17:45,20:05,2h 20m,Non Stop,"5,955"
2115,Vistara,19-10-2021,New Delhi,Mumbai,18:55,21:15,2h 20m,Non Stop,"5,955"
2116,SpiceJet,19-10-2021,New Delhi,Mumbai,20:20,22:40,2h 20m,Non Stop,"5,955"
2117,Air India,19-10-2021,New Delhi,Mumbai,18:00,21:35,3h 35m,1 Stop,"5,955"
2118,IndiGo,19-10-2021,New Delhi,Mumbai,13:40,18:35,4h 55m,1 Stop,"5,955"
2119,IndiGo,19-10-2021,New Delhi,Mumbai,13:50,21:30,7h 40m,1 Stop,"5,955"
2120,IndiGo,19-10-2021,New Delhi,Mumbai,08:55,16:40,7h 45m,1 Stop,"5,955"
2121,IndiGo,19-10-2021,New Delhi,Mumbai,13:50,23:00,9h 10m,1 Stop,"5,955"
2122,IndiGo,19-10-2021,New Delhi,Mumbai,07:20,16:40,9h 20m,1 Stop,"5,955"
2123,IndiGo,19-10-2021,New Delhi,Mumbai,08:10,18:45,10h 35m,1 Stop,"5,955"
2124,Air Asia,19-10-2021,New Delhi,Mumbai,19:55,22:15,2h 20m,Non Stop,"5,956"
2125,SpiceJet,19-10-2021,New Delhi,Mumbai,18:15,"10:40
+ 1 day",16h 25m,1 Stop,"6,271"
2126,SpiceJet,19-10-2021,New Delhi,Mumbai,13:40,"10:40
+ 1 day",21h 00m,1 Stop,"6,271"
2127,SpiceJet,19-10-2021,New Delhi,Mumbai,16:35,"14:45
+ 1 day",22h 10m,1 Stop,"6,271"
2128,SpiceJet,19-10-2021,New Delhi,Mumbai,12:00,"10:40
+ 1 day",22h 40m,1 Stop,"6,271"
2129,SpiceJet,19-10-2021,New Delhi,Mumbai,11:20,"11:30
+ 1 day",24h 10m,1 Stop,"6,271"
2130,IndiGo,19-10-2021,New Delhi,Mumbai,19:05,21:05,2h 00m,Non Stop,"6,375"
2131,IndiGo,19-10-2021,New Delhi,Mumbai,07:15,09:25,2h 10m,Non Stop,"6,375"
2132,Air India,19-10-2021,New Delhi,Mumbai,19:00,21:15,2h 15m,Non Stop,"6,375"
2133,IndiGo,19-10-2021,New Delhi,Mumbai,17:45,20:10,2h 25m,Non Stop,"6,375"
2134,Air India,19-10-2021,New Delhi,Mumbai,15:05,18:15,3h 10m,1 Stop,"6,375"
2135,Go First,19-10-2021,New Delhi,Mumbai,14:20,16:25,2h 05m,Non Stop,"6,532"
2136,IndiGo,19-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"6,585"
2137,IndiGo,19-10-2021,New Delhi,Mumbai,21:55,"00:05
+ 1 day",2h 10m,Non Stop,"6,585"
2138,IndiGo,19-10-2021,New Delhi,Mumbai,15:35,17:50,2h 15m,Non Stop,"6,585"
2139,IndiGo,19-10-2021,New Delhi,Mumbai,14:00,16:05,2h 05m,Non Stop,"6,795"
2140,IndiGo,19-10-2021,New Delhi,Mumbai,11:30,18:45,7h 15m,1 Stop,"7,163"
2141,Air Asia,19-10-2021,New Delhi,Mumbai,16:15,22:10,5h 55m,1 Stop,"7,273"
2142,Air Asia,19-10-2021,New Delhi,Mumbai,16:15,"06:20
+ 1 day",14h 05m,1 Stop,"7,273"
2143,Air India,19-10-2021,New Delhi,Mumbai,05:45,09:40,3h 55m,1 Stop,"7,468"
2144,Air India,19-10-2021,New Delhi,Mumbai,05:45,23:25,17h 40m,1 Stop,"7,468"
2145,Air India,19-10-2021,New Delhi,Mumbai,20:00,"09:40
+ 1 day",13h 40m,1 Stop,"7,783"
2146,Air Asia,19-10-2021,New Delhi,Mumbai,12:40,20:15,7h 35m,1 Stop,"7,926"
2147,Air Asia,19-10-2021,New Delhi,Mumbai,11:55,20:15,8h 20m,1 Stop,"7,926"
2148,Air Asia,19-10-2021,New Delhi,Mumbai,05:20,20:15,14h 55m,1 Stop,"7,926"
2149,Air India,19-10-2021,New Delhi,Mumbai,07:15,15:50,8h 35m,1 Stop,"8,790"
2150,Go First,19-10-2021,New Delhi,Mumbai,15:30,21:05,5h 35m,1 Stop,"8,869"
2151,Air Asia,20-10-2021,New Delhi,Mumbai,08:00,14:35,6h 35m,1 Stop,"5,953"
2152,Air Asia,20-10-2021,New Delhi,Mumbai,09:25,16:00,6h 35m,1 Stop,"5,953"
2153,Air Asia,20-10-2021,New Delhi,Mumbai,12:40,20:15,7h 35m,1 Stop,"5,953"
2154,Air Asia,20-10-2021,New Delhi,Mumbai,11:55,20:15,8h 20m,1 Stop,"5,953"
2155,Air Asia,20-10-2021,New Delhi,Mumbai,08:00,16:35,8h 35m,1 Stop,"5,953"
2156,Air Asia,20-10-2021,New Delhi,Mumbai,04:55,14:15,9h 20m,1 Stop,"5,953"
2157,Air Asia,20-10-2021,New Delhi,Mumbai,08:00,22:10,14h 10m,1 Stop,"5,953"
2158,Go First,20-10-2021,New Delhi,Mumbai,06:15,08:20,2h 05m,Non Stop,"5,954"
2159,Go First,20-10-2021,New Delhi,Mumbai,18:40,20:45,2h 05m,Non Stop,"5,954"
2160,Go First,20-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,954"
2161,Go First,20-10-2021,New Delhi,Mumbai,21:30,23:35,2h 05m,Non Stop,"5,954"
2162,Go First,20-10-2021,New Delhi,Mumbai,22:45,"01:00
+ 1 day",2h 15m,Non Stop,"5,954"
2163,Go First,20-10-2021,New Delhi,Mumbai,17:45,22:25,4h 40m,1 Stop,"5,954"
2164,Go First,20-10-2021,New Delhi,Mumbai,08:10,13:00,4h 50m,1 Stop,"5,954"
2165,Go First,20-10-2021,New Delhi,Mumbai,09:20,15:45,6h 25m,1 Stop,"5,954"
2166,Go First,20-10-2021,New Delhi,Mumbai,10:40,17:30,6h 50m,1 Stop,"5,954"
2167,Go First,20-10-2021,New Delhi,Mumbai,08:10,17:30,9h 20m,1 Stop,"5,954"
2168,Vistara,20-10-2021,New Delhi,Mumbai,06:00,08:00,2h 00m,Non Stop,"5,955"
2169,SpiceJet,20-10-2021,New Delhi,Mumbai,18:40,20:40,2h 00m,Non Stop,"5,955"
2170,Air India,20-10-2021,New Delhi,Mumbai,07:00,09:05,2h 05m,Non Stop,"5,955"
2171,IndiGo,20-10-2021,New Delhi,Mumbai,11:00,13:05,2h 05m,Non Stop,"5,955"
2172,IndiGo,20-10-2021,New Delhi,Mumbai,12:00,14:05,2h 05m,Non Stop,"5,955"
2173,IndiGo,20-10-2021,New Delhi,Mumbai,13:10,15:15,2h 05m,Non Stop,"5,955"
2174,Vistara,20-10-2021,New Delhi,Mumbai,15:10,17:15,2h 05m,Non Stop,"5,955"
2175,IndiGo,20-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,955"
2176,IndiGo,20-10-2021,New Delhi,Mumbai,05:00,07:10,2h 10m,Non Stop,"5,955"
2177,IndiGo,20-10-2021,New Delhi,Mumbai,06:10,08:20,2h 10m,Non Stop,"5,955"
2178,Air India,20-10-2021,New Delhi,Mumbai,08:00,10:10,2h 10m,Non Stop,"5,955"
2179,IndiGo,20-10-2021,New Delhi,Mumbai,08:55,11:05,2h 10m,Non Stop,"5,955"
2180,Vistara,20-10-2021,New Delhi,Mumbai,09:30,11:40,2h 10m,Non Stop,"5,955"
2181,Vistara,20-10-2021,New Delhi,Mumbai,10:20,12:30,2h 10m,Non Stop,"5,955"
2182,Air India,20-10-2021,New Delhi,Mumbai,10:40,12:50,2h 10m,Non Stop,"5,955"
2183,SpiceJet,20-10-2021,New Delhi,Mumbai,10:40,12:50,2h 10m,Non Stop,"5,955"
2184,Vistara,20-10-2021,New Delhi,Mumbai,12:45,14:55,2h 10m,Non Stop,"5,955"
2185,SpiceJet,20-10-2021,New Delhi,Mumbai,16:20,18:30,2h 10m,Non Stop,"5,955"
2186,Vistara,20-10-2021,New Delhi,Mumbai,16:55,19:05,2h 10m,Non Stop,"5,955"
2187,Air India,20-10-2021,New Delhi,Mumbai,20:00,22:10,2h 10m,Non Stop,"5,955"
2188,Vistara,20-10-2021,New Delhi,Mumbai,21:40,23:50,2h 10m,Non Stop,"5,955"
2189,SpiceJet,20-10-2021,New Delhi,Mumbai,06:50,09:05,2h 15m,Non Stop,"5,955"
2190,Vistara,20-10-2021,New Delhi,Mumbai,07:30,09:45,2h 15m,Non Stop,"5,955"
2191,Air India,20-10-2021,New Delhi,Mumbai,09:00,11:15,2h 15m,Non Stop,"5,955"
2192,IndiGo,20-10-2021,New Delhi,Mumbai,10:10,12:25,2h 15m,Non Stop,"5,955"
2193,Air India,20-10-2021,New Delhi,Mumbai,19:00,21:15,2h 15m,Non Stop,"5,955"
2194,Vistara,20-10-2021,New Delhi,Mumbai,19:45,22:00,2h 15m,Non Stop,"5,955"
2195,Vistara,20-10-2021,New Delhi,Mumbai,08:50,11:10,2h 20m,Non Stop,"5,955"
2196,Vistara,20-10-2021,New Delhi,Mumbai,17:45,20:05,2h 20m,Non Stop,"5,955"
2197,Vistara,20-10-2021,New Delhi,Mumbai,18:55,21:15,2h 20m,Non Stop,"5,955"
2198,SpiceJet,20-10-2021,New Delhi,Mumbai,20:20,22:40,2h 20m,Non Stop,"5,955"
2199,IndiGo,20-10-2021,New Delhi,Mumbai,17:45,20:10,2h 25m,Non Stop,"5,955"
2200,Air India,20-10-2021,New Delhi,Mumbai,15:05,18:15,3h 10m,1 Stop,"5,955"
2201,SpiceJet,20-10-2021,New Delhi,Mumbai,06:35,10:10,3h 35m,1 Stop,"5,955"
2202,Air India,20-10-2021,New Delhi,Mumbai,17:50,21:35,3h 45m,1 Stop,"5,955"
2203,IndiGo,20-10-2021,New Delhi,Mumbai,13:45,17:45,4h 00m,1 Stop,"5,955"
2204,IndiGo,20-10-2021,New Delhi,Mumbai,08:55,13:10,4h 15m,1 Stop,"5,955"
2205,IndiGo,20-10-2021,New Delhi,Mumbai,18:45,23:00,4h 15m,1 Stop,"5,955"
2206,IndiGo,20-10-2021,New Delhi,Mumbai,18:10,22:35,4h 25m,1 Stop,"5,955"
2207,IndiGo,20-10-2021,New Delhi,Mumbai,13:40,18:35,4h 55m,1 Stop,"5,955"
2208,IndiGo,20-10-2021,New Delhi,Mumbai,09:35,14:50,5h 15m,1 Stop,"5,955"
2209,IndiGo,20-10-2021,New Delhi,Mumbai,07:20,13:10,5h 50m,1 Stop,"5,955"
2210,IndiGo,20-10-2021,New Delhi,Mumbai,13:50,21:30,7h 40m,1 Stop,"5,955"
2211,IndiGo,20-10-2021,New Delhi,Mumbai,08:55,16:40,7h 45m,1 Stop,"5,955"
2212,IndiGo,20-10-2021,New Delhi,Mumbai,13:50,23:00,9h 10m,1 Stop,"5,955"
2213,IndiGo,20-10-2021,New Delhi,Mumbai,07:20,16:40,9h 20m,1 Stop,"5,955"
2214,IndiGo,20-10-2021,New Delhi,Mumbai,12:30,22:35,10h 05m,1 Stop,"5,955"
2215,IndiGo,20-10-2021,New Delhi,Mumbai,08:10,18:45,10h 35m,1 Stop,"5,955"
2216,Air Asia,21-10-2021,New Delhi,Mumbai,16:15,22:10,5h 55m,1 Stop,"5,953"
2217,Air Asia,21-10-2021,New Delhi,Mumbai,05:20,11:20,6h 00m,1 Stop,"5,953"
2218,Air Asia,21-10-2021,New Delhi,Mumbai,08:00,14:35,6h 35m,1 Stop,"5,953"
2219,Air Asia,21-10-2021,New Delhi,Mumbai,09:25,16:00,6h 35m,1 Stop,"5,953"
2220,Air Asia,21-10-2021,New Delhi,Mumbai,12:40,20:15,7h 35m,1 Stop,"5,953"
2221,Air Asia,21-10-2021,New Delhi,Mumbai,11:55,20:15,8h 20m,1 Stop,"5,953"
2222,Air Asia,21-10-2021,New Delhi,Mumbai,08:00,16:35,8h 35m,1 Stop,"5,953"
2223,Air Asia,21-10-2021,New Delhi,Mumbai,18:35,"06:20
+ 1 day",11h 45m,1 Stop,"5,953"
2224,Air Asia,21-10-2021,New Delhi,Mumbai,16:15,"06:20
+ 1 day",14h 05m,1 Stop,"5,953"
2225,Air Asia,21-10-2021,New Delhi,Mumbai,08:00,22:10,14h 10m,1 Stop,"5,953"
2226,Go First,21-10-2021,New Delhi,Mumbai,06:15,08:20,2h 05m,Non Stop,"5,954"
2227,Go First,21-10-2021,New Delhi,Mumbai,09:00,11:05,2h 05m,Non Stop,"5,954"
2228,Go First,21-10-2021,New Delhi,Mumbai,14:20,16:25,2h 05m,Non Stop,"5,954"
2229,Go First,21-10-2021,New Delhi,Mumbai,18:40,20:45,2h 05m,Non Stop,"5,954"
2230,Go First,21-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,954"
2231,Go First,21-10-2021,New Delhi,Mumbai,21:30,23:35,2h 05m,Non Stop,"5,954"
2232,Go First,21-10-2021,New Delhi,Mumbai,22:45,"01:00
+ 1 day",2h 15m,Non Stop,"5,954"
2233,Go First,21-10-2021,New Delhi,Mumbai,17:45,22:25,4h 40m,1 Stop,"5,954"
2234,Go First,21-10-2021,New Delhi,Mumbai,08:10,13:00,4h 50m,1 Stop,"5,954"
2235,Go First,21-10-2021,New Delhi,Mumbai,09:20,15:45,6h 25m,1 Stop,"5,954"
2236,Go First,21-10-2021,New Delhi,Mumbai,08:10,15:40,7h 30m,1 Stop,"5,954"
2237,Go First,21-10-2021,New Delhi,Mumbai,08:10,17:30,9h 20m,1 Stop,"5,954"
2238,Vistara,21-10-2021,New Delhi,Mumbai,06:00,08:00,2h 00m,Non Stop,"5,955"
2239,SpiceJet,21-10-2021,New Delhi,Mumbai,18:40,20:40,2h 00m,Non Stop,"5,955"
2240,Air India,21-10-2021,New Delhi,Mumbai,07:00,09:05,2h 05m,Non Stop,"5,955"
2241,IndiGo,21-10-2021,New Delhi,Mumbai,11:00,13:05,2h 05m,Non Stop,"5,955"
2242,IndiGo,21-10-2021,New Delhi,Mumbai,12:00,14:05,2h 05m,Non Stop,"5,955"
2243,IndiGo,21-10-2021,New Delhi,Mumbai,13:10,15:15,2h 05m,Non Stop,"5,955"
2244,Vistara,21-10-2021,New Delhi,Mumbai,15:10,17:15,2h 05m,Non Stop,"5,955"
2245,IndiGo,21-10-2021,New Delhi,Mumbai,20:30,22:35,2h 05m,Non Stop,"5,955"
2246,IndiGo,21-10-2021,New Delhi,Mumbai,05:00,07:10,2h 10m,Non Stop,"5,955"
2247,IndiGo,21-10-2021,New Delhi,Mumbai,06:10,08:20,2h 10m,Non Stop,"5,955"
2248,Air India,21-10-2021,New Delhi,Mumbai,08:00,10:10,2h 10m,Non Stop,"5,955"
2249,IndiGo,21-10-2021,New Delhi,Mumbai,08:55,11:05,2h 10m,Non Stop,"5,955"
2250,Vistara,21-10-2021,New Delhi,Mumbai,09:30,11:40,2h 10m,Non Stop,"5,955"
2251,Air India,21-10-2021,New Delhi,Mumbai,10:40,12:50,2h 10m,Non Stop,"5,955"
2252,SpiceJet,21-10-2021,New Delhi,Mumbai,10:40,12:50,2h 10m,Non Stop,"5,955"
2253,Vistara,21-10-2021,New Delhi,Mumbai,12:45,14:55,2h 10m,Non Stop,"5,955"
2254,SpiceJet,21-10-2021,New Delhi,Mumbai,16:20,18:30,2h 10m,Non Stop,"5,955"
2255,Vistara,21-10-2021,New Delhi,Mumbai,16:55,19:05,2h 10m,Non Stop,"5,955"
2256,Air India,21-10-2021,New Delhi,Mumbai,20:00,22:10,2h 10m,Non Stop,"5,955"
2257,Vistara,21-10-2021,New Delhi,Mumbai,21:40,23:50,2h 10m,Non Stop,"5,955"
2258,IndiGo,21-10-2021,New Delhi,Mumbai,21:55,"00:05
+ 1 day",2h 10m,Non Stop,"5,955"
2259,SpiceJet,21-10-2021,New Delhi,Mumbai,06:50,09:05,2h 15m,Non Stop,"5,955"
2260,Vistara,21-10-2021,New Delhi,Mumbai,07:30,09:45,2h 15m,Non Stop,"5,955"
2261,Air India,21-10-2021,New Delhi,Mumbai,09:00,11:15,2h 15m,Non Stop,"5,955"
2262,IndiGo,21-10-2021,New Delhi,Mumbai,10:10,12:25,2h 15m,Non Stop,"5,955"
2263,Vistara,21-10-2021,New Delhi,Mumbai,10:20,12:35,2h 15m,Non Stop,"5,955"
2264,IndiGo,21-10-2021,New Delhi,Mumbai,15:35,17:50,2h 15m,Non Stop,"5,955"
